doi,URL,delay-in-days
10.1016/j.ijsolstr.2010.02.010,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ijsolstr.2010.02.010,http://www.elsevier.com/open-access/userlicense/1.0/,1145
10.1016/j.ajpath.2011.06.013,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ajpath.2011.06.013,http://creativecommons.org/licenses/by-nc-nd/4.0/,654
10.3342/ceo.2012.5.s1.s59,http://creativecommons.org/licenses/by-nc/3.0/,0
10.1016/j.joca.2010.01.014,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.joca.2010.01.014,http://www.elsevier.com/open-access/userlicense/1.0/,1357
10.1016/j.jacc.2013.11.046,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jacc.2013.11.046,http://www.elsevier.com/open-access/userlicense/1.0/,386
10.1016/j.jfa.2011.11.016,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jfa.2011.11.016,http://www.elsevier.com/open-access/userlicense/1.0/,1475
10.1016/j.cub.2010.03.066,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.cub.2010.03.066,http://www.elsevier.com/open-access/userlicense/1.0/,1173
10.1016/j.tjog.2015.02.001,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.tjog.2015.02.001,http://creativecommons.org/licenses/by-nc-nd/4.0/,276
10.1016/j.laa.2014.10.035,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.laa.2014.10.035,http://creativecommons.org/licenses/by-nc-sa/3.0/,0
10.5941/myco.2013.41.4.243,http://creativecommons.org/licenses/by-nc/3.0/,0
10.1016/j.clinthera.2015.10.008,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.clinthera.2015.10.008,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/j.actatropica.2014.11.008,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.actatropica.2014.11.008,http://creativecommons.org/licenses/by/3.0/,0
10.1016/j.exphem.2015.05.006,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.exphem.2015.05.006,http://creativecommons.org/licenses/by/4.0/,0
10.1016/j.jjcc.2013.05.006,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jjcc.2013.05.006,http://www.elsevier.com/open-access/userlicense/1.0/,365
10.1016/j.apm.2009.09.014,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.apm.2009.09.014,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.3340/jkns.2009.45.5.318,http://creativecommons.org/licenses/by-nc/3.0/,0
10.1038/jid.2013.342,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1038/jid.2013.342,http://www.elsevier.com/open-access/userlicense/1.0/,669
10.1016/j.cub.2010.09.047,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.cub.2010.09.047,http://www.elsevier.com/open-access/userlicense/1.0/,1020
10.1016/j.foodchem.2014.01.058,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.foodchem.2014.01.058,http://www.elsevier.com/open-access/userlicense/1.0/,222
10.3340/jkns.2009.45.1.50,http://creativecommons.org/licenses/by-nc/3.0/,0
10.1016/j.bbamcr.2008.09.005,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bbamcr.2008.09.005,http://www.elsevier.com/open-access/userlicense/1.0/,1663
10.1016/j.jcin.2012.03.004,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jcin.2012.03.004,http://www.elsevier.com/open-access/userlicense/1.0/,441
10.1021/ol503179v,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,365
10.1016/j.camwa.2009.08.003,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.camwa.2009.08.003,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.1016/j.ajpath.2013.01.020,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.camwa.2010.08.034,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.camwa.2010.08.034,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.1016/j.ccr.2012.12.021,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ccr.2012.12.021,http://www.elsevier.com/open-access/userlicense/1.0/,382
10.1016/j.joca.2010.04.016,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.joca.2010.04.016,http://www.elsevier.com/open-access/userlicense/1.0/,1235
10.1016/j.leukres.2013.11.004,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.leukres.2013.11.004,http://creativecommons.org/licenses/by-nc-nd/3.0/,0
10.1016/j.ajpath.2014.04.018,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.aim.2009.10.017,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.aim.2009.10.017,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.1038/jid.2009.129,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1038/jid.2009.129,http://www.elsevier.com/open-access/userlicense/1.0/,2222
10.1038/jid.2015.241,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1038/jid.2015.241,http://creativecommons.org/licenses/by-nc-sa/4.0/,25
10.1103/physrevstab.17.031001,http://creativecommons.org/licenses/by/3.0/,0
10.1016/j.tjog.2014.04.031,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.tjog.2014.04.031,http://creativecommons.org/licenses/by-nc-nd/4.0/,154
10.1021/om1011165,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,0
10.1016/j.jmii.2013.05.001,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jmii.2013.05.001,http://www.elsevier.com/open-access/userlicense/1.0/,605
10.1016/j.ydbio.2011.11.016,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ydbio.2011.11.016,http://www.elsevier.com/open-access/userlicense/1.0/,532
10.1016/j.envres.2014.04.002,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.envres.2014.04.002,http://creativecommons.org/licenses/by-nc-nd/3.0/,0
10.1016/j.bbamem.2014.10.006,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bbamem.2014.10.006,http://www.elsevier.com/open-access/userlicense/1.0/,365
10.1016/j.cplett.2011.02.057,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.cplett.2011.02.057,http://www.elsevier.com/open-access/userlicense/1.0/,843
10.1016/j.chembiol.2010.12.018,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.chembiol.2010.12.018,http://www.elsevier.com/open-access/userlicense/1.0/,869
10.1016/j.bbamcr.2012.12.021,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bbamcr.2012.12.021,http://www.elsevier.com/open-access/userlicense/1.0/,365
10.1016/j.camwa.2009.02.002,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.camwa.2009.02.002,http://www.elsevier.com/open-access/userlicense/1.0/,1462
10.1016/j.disc.2007.12.068,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.disc.2007.12.068,http://www.elsevier.com/open-access/userlicense/1.0/,1658
10.1021/ja5011674,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,352
10.1016/j.bpj.2011.08.051,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bpj.2011.08.051,http://www.elsevier.com/open-access/userlicense/1.0/,654
10.1016/j.ydbio.2010.08.002,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ydbio.2010.08.002,http://www.elsevier.com/open-access/userlicense/1.0/,1056
10.1016/j.cub.2013.11.032,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.cub.2013.11.032,http://www.elsevier.com/open-access/userlicense/1.0/,384
10.1016/j.bbmt.2011.07.027,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bbmt.2011.07.027,http://creativecommons.org/licenses/by-nc-nd/4.0/,1277
10.1016/j.micres.2013.12.002,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.micres.2013.12.002,http://www.elsevier.com/open-access/userlicense/1.0/,365
10.1016/j.ydbio.2009.06.026,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ydbio.2009.06.026,http://www.elsevier.com/open-access/userlicense/1.0/,1415
10.1038/jid.2008.286,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1038/jid.2008.286,http://www.elsevier.com/open-access/userlicense/1.0/,2495
10.1016/j.disc.2008.11.010,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.disc.2008.11.010,http://www.elsevier.com/open-access/userlicense/1.0/,1543
10.1016/j.ydbio.2009.06.006,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ydbio.2009.06.006,http://www.elsevier.com/open-access/userlicense/1.0/,1446
10.1021/ja309126m,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,0
10.4142/jvs.2009.10.1.73,http://creativecommons.org/licenses/by-nc/3.0/,0
10.1016/s1995-7645(10)60169-1,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1995-7645(10)60169-1,http://creativecommons.org/licenses/by-nc-nd/4.0/,1604
10.1016/j.mcm.2010.03.050,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.mcm.2010.03.050,http://www.elsevier.com/open-access/userlicense/1.0/,1699
10.1016/j.immuni.2013.10.021,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.immuni.2013.10.021,http://www.elsevier.com/open-access/userlicense/1.0/,380
10.1016/j.talanta.2015.07.029,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.talanta.2015.07.029,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/j.ijsu.2012.11.001,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ijsu.2012.11.001,http://www.elsevier.com/open-access/userlicense/1.0/,970
10.1016/j.jacc.2009.12.027,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jacc.2009.12.027,http://www.elsevier.com/open-access/userlicense/1.0/,1202
10.1016/j.aprim.2010.09.021,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.aprim.2010.09.021,http://www.elsevier.com/open-access/userlicense/1.0/,937
10.1016/j.cell.2010.09.001,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.cell.2010.09.001,http://www.elsevier.com/open-access/userlicense/1.0/,1020
10.1016/j.cell.2013.11.046,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.cell.2013.11.046,http://www.elsevier.com/open-access/userlicense/1.0/,462
10.1016/j.mcm.2010.05.001,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.mcm.2010.05.001,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.1016/j.fcr.2013.04.022,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.fcr.2013.04.022,http://creativecommons.org/licenses/by-nc-nd/3.0/,0
10.1016/j.camwa.2010.01.029,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.camwa.2010.01.029,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.1021/cn500094a,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,354
10.1016/j.ydbio.2008.10.016,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ydbio.2008.10.016,http://www.elsevier.com/open-access/userlicense/1.0/,1658
10.1016/j.bpj.2013.04.015,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bpj.2013.04.015,http://www.elsevier.com/open-access/userlicense/1.0/,382
10.1016/j.ijsolstr.2012.04.015,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ijsolstr.2012.04.015,http://www.elsevier.com/open-access/userlicense/1.0/,730
10.1016/j.jalgebra.2011.05.029,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jalgebra.2011.05.029,http://www.elsevier.com/open-access/userlicense/1.0/,1475
10.1016/j.jacc.2011.06.029,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jacc.2011.06.029,http://www.elsevier.com/open-access/userlicense/1.0/,684
10.1016/j.autrev.2012.01.004,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.autrev.2012.01.004,http://creativecommons.org/licenses/by-nc-nd/3.0/,349
10.1016/j.neuron.2014.12.034,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.neuron.2014.12.034,http://www.elsevier.com/open-access/userlicense/1.0/,385
10.3802/jgo.2011.22.4.292,http://creativecommons.org/licenses/by-nc/3.0/,0
10.1016/j.jvs.2010.05.010,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jvs.2010.05.010,http://www.elsevier.com/open-access/userlicense/1.0/,1511
10.1016/j.circir.2015.04.031,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.circir.2015.04.031,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/j.ajpath.2014.07.011,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.diii.2014.03.013,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.diii.2014.03.013,http://www.elsevier.com/open-access/userlicense/1.0/,365
10.1016/j.micres.2010.05.002,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.micres.2010.05.002,http://www.elsevier.com/open-access/userlicense/1.0/,844
10.1016/j.pep.2012.02.013,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.pep.2012.02.013,http://creativecommons.org/licenses/by-nc-nd/3.0/,441
10.1016/j.jclinepi.2013.12.012,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jclinepi.2013.12.012,http://creativecommons.org/licenses/by-nc-nd/3.0/,0
10.5021/ad.2011.23.2.205,http://creativecommons.org/licenses/by-nc/3.0/,0
10.1016/j.yrtph.2014.06.023,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.yrtph.2014.06.023,http://creativecommons.org/licenses/by-nc-nd/3.0/,0
10.1016/j.ejmech.2015.04.043,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ejmech.2015.04.043,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.5713/ajas.2012.12564,http://creativecommons.org/licenses/by-nc/3.0/,0
10.5194/npg-22-117-2015,http://creativecommons.org/licenses/by/3.0/,0
10.1016/j.ejvs.2010.03.010,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ejvs.2010.03.010,http://www.elsevier.com/open-access/userlicense/1.0/,1404
10.1016/j.ijsolstr.2012.12.015,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ijsolstr.2012.12.015,http://www.elsevier.com/open-access/userlicense/1.0/,730
10.1016/j.jcyt.2015.08.002,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jcyt.2015.08.002,http://creativecommons.org/licenses/by/4.0/,0
10.5021/ad.2010.22.1.57,http://creativecommons.org/licenses/by-nc/3.0/,0
10.3802/jgo.2015.26.3.179,http://creativecommons.org/licenses/by-nc/4.0/,0
10.1038/kisup.2011.21,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1038/kisup.2011.21,http://www.elsevier.com/open-access/userlicense/1.0/,1558
10.1016/j.dsi.2013.09.002,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.dsi.2013.09.002,http://creativecommons.org/licenses/by-nc-nd/4.0/,809
10.1016/j.rmed.2010.06.009,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.rmed.2010.06.009,http://www.elsevier.com/open-access/userlicense/1.0/,1025
10.4174/astr.2014.86.3.130,http://creativecommons.org/licenses/by-nc/3.0/,0
10.3168/jds.2010-3645,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.3168/jds.2010-3645,http://creativecommons.org/licenses/by-nc-nd/4.0/,927
10.1111/j.1469-0691.2008.02653.x,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1111/j.1469-0691.2008.02653.x,http://www.elsevier.com/open-access/userlicense/1.0/,2100
10.1016/j.neuroimage.2015.07.087,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.neuroimage.2015.07.087,http://creativecommons.org/licenses/by/4.0/,0
10.1016/j.intimp.2015.01.003,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.intimp.2015.01.003,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/j.jvs.2011.10.128,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jvs.2011.10.128,http://www.elsevier.com/open-access/userlicense/1.0/,730
10.1016/j.bbamem.2012.02.023,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bbamem.2012.02.023,http://www.elsevier.com/open-access/userlicense/1.0/,382
10.1016/j.disc.2008.06.034,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.disc.2008.06.034,http://www.elsevier.com/open-access/userlicense/1.0/,1538
10.1016/j.ejpb.2015.01.007,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ejpb.2015.01.007,http://creativecommons.org/licenses/by/4.0/,72
10.1021/bi401667f,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,355
10.1016/j.jnt.2010.08.005,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jnt.2010.08.005,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.1016/j.ijsu.2008.12.005,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ijsu.2008.12.005,http://www.elsevier.com/open-access/userlicense/1.0/,2065
10.1016/j.jmaa.2011.02.070,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jmaa.2011.02.070,http://www.elsevier.com/open-access/userlicense/1.0/,1475
10.1016/j.jtbi.2009.01.025,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jtbi.2009.01.025,http://creativecommons.org/licenses/by-nc-nd/3.0/,1537
10.1016/j.bpj.2011.06.014,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bpj.2011.06.014,http://www.elsevier.com/open-access/userlicense/1.0/,746
10.1016/j.jbi.2009.08.006,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jbi.2009.08.006,http://www.elsevier.com/open-access/userlicense/1.0/,1298
10.1016/j.disc.2010.06.039,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.disc.2010.06.039,http://www.elsevier.com/open-access/userlicense/1.0/,1466
10.1016/j.ajpath.2013.07.017,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ccr.2011.01.035,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ccr.2011.01.035,http://www.elsevier.com/open-access/userlicense/1.0/,869
10.1021/bi500021j,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,358
10.1016/j.neurobiolaging.2014.01.148,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.neurobiolaging.2014.01.148,http://creativecommons.org/licenses/by-nc-nd/3.0/,0
10.1103/physrevstab.18.050702,http://creativecommons.org/licenses/by/3.0/,0
10.1016/s1995-7645(13)60152-2,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1995-7645(13)60152-2,http://creativecommons.org/licenses/by-nc-nd/4.0/,447
10.1016/j.stem.2012.11.008,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.stem.2012.11.008,http://www.elsevier.com/open-access/userlicense/1.0/,371
10.1016/j.disc.2010.07.027,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.disc.2010.07.027,http://www.elsevier.com/open-access/userlicense/1.0/,1466
10.1016/j.otsr.2010.01.003,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.otsr.2010.01.003,http://www.elsevier.com/open-access/userlicense/1.0/,1154
10.3349/ymj.2015.56.3.867,http://creativecommons.org/licenses/by-nc/3.0/,0
10.1016/j.apm.2008.06.006,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.apm.2008.06.006,http://www.elsevier.com/open-access/userlicense/1.0/,1538
10.1097/jto.0b013e318287c943,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1097/jto.0b013e318287c943,http://www.elsevier.com/open-access/userlicense/1.0/,945
