doi,URL,delay-in-days
10.1016/j.jval.2011.08.210,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jval.2011.08.210,http://www.elsevier.com/open-access/userlicense/1.0/,702
10.1016/j.procs.2013.05.144,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.procs.2013.05.144,http://creativecommons.org/licenses/by-nc-nd/3.0/,196
10.1016/s1413-8670(10)70103-3,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1413-8670(10)70103-3,http://creativecommons.org/licenses/by-nc-nd/4.0/,1076
10.1016/j.procs.2012.09.083,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.procs.2012.09.083,http://creativecommons.org/licenses/by-nc-nd/3.0/,562
10.1016/0377-0427(87)90177-4,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0377-0427(87)90177-4,http://www.elsevier.com/open-access/userlicense/1.0/,9513
10.1016/j.heares.2015.06.014,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.heares.2015.06.014,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/j.joca.2013.12.012,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.joca.2013.12.012,http://www.elsevier.com/open-access/userlicense/1.0/,365
10.1016/j.cell.2004.05.018,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.cell.2004.05.018,http://www.elsevier.com/open-access/userlicense/1.0/,3333
10.1016/j.cub.2012.09.016,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.cub.2012.09.016,http://www.elsevier.com/open-access/userlicense/1.0/,370
10.1006/jmaa.2001.7658,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1006/jmaa.2001.7658,http://www.elsevier.com/open-access/userlicense/1.0/,4246
10.1016/j.bpj.2010.12.3130,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bpj.2010.12.3130,http://www.elsevier.com/open-access/userlicense/1.0/,896
10.1016/0304-4149(87)90194-3,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0304-4149(87)90194-3,http://www.elsevier.com/open-access/userlicense/1.0/,9694
10.1016/j.cub.2014.08.019,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.cub.2014.08.019,http://www.elsevier.com/open-access/userlicense/1.0/,386
10.1016/j.jvs.2007.05.065,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jvs.2007.05.065,http://www.elsevier.com/open-access/userlicense/1.0/,2085
10.1016/j.jvs.2010.04.029,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jvs.2010.04.029,http://www.elsevier.com/open-access/userlicense/1.0/,1050
10.1016/j.physletb.2004.08.015,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.physletb.2004.08.015,http://creativecommons.org/licenses/by/3.0/,3409
10.1016/s0898-1221(03)90121-0,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0898-1221(03)90121-0,http://www.elsevier.com/open-access/userlicense/1.0/,3577
10.1016/j.proeps.2013.01.062,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.proeps.2013.01.062,http://creativecommons.org/licenses/by-nc-nd/3.0/,196
10.1016/s0735-1097(02)02000-4,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0735-1097(02)02000-4,http://www.elsevier.com/open-access/userlicense/1.0/,4002
10.1016/s0925-4773(00)00286-0,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0925-4773(00)00286-0,http://www.elsevier.com/open-access/userlicense/1.0/,4794
10.1016/s0097-3165(07)00091-x,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0097-3165(07)00091-x,http://www.elsevier.com/open-access/userlicense/1.0/,2116
10.1016/j.ydbio.2008.05.149,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ydbio.2008.05.149,http://www.elsevier.com/open-access/userlicense/1.0/,1920
10.7718/ijec.v16i1.1024,http://creativecommons.org/licenses/by/4.0,0
10.1088/0953-2048/29/11/113001,http://iopscience.iop.org/info/page/text-and-data-mining,0
10.1088/0953-2048/29/11/113001,http://creativecommons.org/licenses/by/3.0/,0
10.17309/tmfv.2014.3.1107,http://creativecommons.org/licenses/by/4.0,0
10.4236/ijg.2013.44062,http://creativecommons.org/licenses/by/4.0/,0
10.4097/kjae.2008.54.5.566,http://creativecommons.org/licenses/by-nc/3.0/,0
10.4070/kcj.2014.44.5.348,http://creativecommons.org/licenses/by-nc/3.0,0
10.3348/kjr.2007.8.1.48,http://creativecommons.org/licenses/by-nc/3.0/,0
10.21432/t29w2h,http://creativecommons.org/licenses/by/4.0,0
10.18002/ehf.v0i34.2893,http://creativecommons.org/licenses/by-nc-sa/4.0,0
10.1002/dvdy.24365,http://doi.wiley.com/10.1002/tdm_license_1.1,0
10.3349/ymj.2013.54.3.643,http://creativecommons.org/licenses/by-nc/3.0,0
10.1021/sb400137b,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,357
10.1021/bi5000756,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,358
10.1021/ja5076426,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,365
10.4102/td.v11i4.52,http://creativecommons.org/licenses/by/4.0,0
10.5713/ajas.2011.11063,http://creativecommons.org/licenses/by-nc/3.0/,0
10.2147/vhrm.s3364,http://creativecommons.org/licenses/by-nc/3.0/,0
10.1016/j.bbamem.2007.10.009,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bbamem.2007.10.009,http://www.elsevier.com/open-access/userlicense/1.0/,2483
10.1016/s0166-218x(06)00156-9,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0166-218x(06)00156-9,http://www.elsevier.com/open-access/userlicense/1.0/,2603
10.1016/s0092-8674(01)00610-9,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0092-8674(01)00610-9,http://www.elsevier.com/open-access/userlicense/1.0/,4246
10.1016/j.jvs.2005.12.023,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jvs.2005.12.023,http://www.elsevier.com/open-access/userlicense/1.0/,2832
10.1093/mp/sst054,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1093/mp/sst054,http://www.elsevier.com/open-access/userlicense/1.0/,634
10.1016/j.egypro.2015.03.279,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.egypro.2015.03.279,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1111/1523-1747.ep12479285,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1111/1523-1747.ep12479285,http://www.elsevier.com/open-access/userlicense/1.0/,12572
10.1016/j.ijsolstr.2005.06.077,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ijsolstr.2005.06.077,http://www.elsevier.com/open-access/userlicense/1.0/,2606
10.1016/j.egypro.2011.10.038,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.egypro.2011.10.038,http://creativecommons.org/licenses/by-nc-nd/3.0/,936
10.1016/j.procir.2015.04.022,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.procir.2015.04.022,http://creativecommons.org/licenses/by-nc-nd/4.0/,112
10.1016/j.jalgebra.2011.04.023,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jalgebra.2011.04.023,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.1016/j.ejr.2011.06.001,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ejr.2011.06.001,http://creativecommons.org/licenses/by-nc-nd/4.0/,660
10.1016/j.jpba.2015.02.038,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jpba.2015.02.038,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1111/1523-1747.ep12953529,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1111/1523-1747.ep12953529,http://www.elsevier.com/open-access/userlicense/1.0/,9162
10.1016/s0022-0000(74)80007-3,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0022-0000(74)80007-3,http://www.elsevier.com/open-access/userlicense/1.0/,14169
10.1016/0022-247x(82)90132-9,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0022-247x(82)90132-9,http://www.elsevier.com/open-access/userlicense/1.0/,11369
10.1016/j.entcs.2005.05.015,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.entcs.2005.05.015,http://creativecommons.org/licenses/by-nc-nd/3.0/,2797
10.1016/s1413-8670(10)70047-7,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1413-8670(10)70047-7,http://creativecommons.org/licenses/by-nc-nd/4.0/,1199
10.1016/0024-3795(94)00354-8,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0024-3795(94)00354-8,http://www.elsevier.com/open-access/userlicense/1.0/,6133
10.1016/s1571-0661(05)80383-4,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1571-0661(05)80383-4,http://creativecommons.org/licenses/by-nc-nd/3.0/,3803
10.1016/j.mod.2004.03.027,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.mod.2004.03.027,http://www.elsevier.com/open-access/userlicense/1.0/,3303
10.1016/j.bbamem.2011.10.004,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bbamem.2011.10.004,http://www.elsevier.com/open-access/userlicense/1.0/,1053
10.1016/0168-0072(86)90035-7,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0168-0072(86)90035-7,http://www.elsevier.com/open-access/userlicense/1.0/,10059
10.1016/j.sbspro.2016.05.236,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.sbspro.2016.05.236,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/s1569-1993(06)80319-x,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1569-1993(06)80319-x,http://www.elsevier.com/open-access/userlicense/1.0/,2753
10.1016/s1063-4584(07)60435-x,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1063-4584(07)60435-x,http://www.elsevier.com/open-access/userlicense/1.0/,2969
10.1016/j.physleta.2012.12.018,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.physleta.2012.12.018,http://www.elsevier.com/open-access/userlicense/1.0/,713
10.1016/j.virol.2009.09.021,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.virol.2009.09.021,http://www.elsevier.com/open-access/userlicense/1.0/,1293
10.1016/s0042-6989(99)00160-1,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0042-6989(99)00160-1,http://www.elsevier.com/open-access/userlicense/1.0/,4978
10.1016/s0735-1097(11)60533-0,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0735-1097(11)60533-0,http://www.elsevier.com/open-access/userlicense/1.0/,1329
10.1593/neo.05847,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1593/neo.05847,http://creativecommons.org/licenses/by-nc-nd/3.0/,2895
10.1016/j.ejvsextra.2011.12.001,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ejvsextra.2011.12.001,http://creativecommons.org/licenses/by-nc-nd/3.0/,544
10.1016/j.jvs.2004.12.056,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jvs.2004.12.056,http://www.elsevier.com/open-access/userlicense/1.0/,2603
10.1016/j.bpj.2014.11.2568,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bpj.2014.11.2568,http://www.elsevier.com/open-access/userlicense/1.0/,391
10.1016/j.aml.2010.12.025,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.aml.2010.12.025,http://www.elsevier.com/open-access/userlicense/1.0/,1605
10.1016/0022-0396(79)90051-2,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0022-0396(79)90051-2,http://www.elsevier.com/open-access/userlicense/1.0/,12526
10.1016/s1569-1993(07)60325-7,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1569-1993(07)60325-7,http://www.elsevier.com/open-access/userlicense/1.0/,2237
10.1016/j.jacc.2006.04.104,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jacc.2006.04.104,http://www.elsevier.com/open-access/userlicense/1.0/,2486
10.1016/j.sbspro.2015.01.1082,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.sbspro.2015.01.1082,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/j.protcy.2013.12.489,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.protcy.2013.12.489,http://creativecommons.org/licenses/by-nc-nd/3.0/,13
10.1016/j.sbspro.2013.08.457,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.sbspro.2013.08.457,http://creativecommons.org/licenses/by-nc-nd/3.0/,45
10.1016/j.jcin.2012.03.026,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jcin.2012.03.026,http://www.elsevier.com/open-access/userlicense/1.0/,392
10.1016/j.tcs.2005.10.042,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.tcs.2005.10.042,http://www.elsevier.com/open-access/userlicense/1.0/,2723
10.1016/j.sbspro.2012.09.420,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.sbspro.2012.09.420,http://creativecommons.org/licenses/by-nc-nd/3.0/,288
10.1016/j.aogh.2014.08.027,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.aogh.2014.08.027,http://creativecommons.org/licenses/by-nc-nd/3.0/,217
10.1016/s0004-3702(04)00134-1,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0004-3702(04)00134-1,http://www.elsevier.com/open-access/userlicense/1.0/,3188
10.1016/j.virol.2007.11.011,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.virol.2007.11.011,http://www.elsevier.com/open-access/userlicense/1.0/,1964
10.1016/0735-1097(94)90313-1,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0735-1097(94)90313-1,http://www.elsevier.com/open-access/userlicense/1.0/,6924
10.1016/j.bpj.2012.11.2489,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.bpj.2012.11.2489,http://www.elsevier.com/open-access/userlicense/1.0/,393
10.1016/s1028-4559(08)60134-5,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1028-4559(08)60134-5,http://creativecommons.org/licenses/by-nc-nd/4.0/,2679
10.1016/j.ehn.2015.06.001,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ehn.2015.06.001,http://creativecommons.org/licenses/by-nc-nd/4.0/,100
10.1016/j.ahj.2014.06.022,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ahj.2014.06.022,http://creativecommons.org/licenses/by-nc-nd/3.0/,0
10.1016/j.sbspro.2015.01.1137,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.sbspro.2015.01.1137,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/j.copbio.2015.08.021,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.copbio.2015.08.021,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/j.trpro.2016.05.118,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.trpro.2016.05.118,http://creativecommons.org/licenses/by-nc-nd/4.0/,148
10.1111/j.1469-0691.1997.tb00269.x,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1111/j.1469-0691.1997.tb00269.x,http://www.elsevier.com/open-access/userlicense/1.0/,6540
10.1016/0898-1221(96)00144-7,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0898-1221(96)00144-7,http://www.elsevier.com/open-access/userlicense/1.0/,6163
10.1016/j.dadm.2015.08.004,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.dadm.2015.08.004,http://creativecommons.org/licenses/by/4.0/,0
10.1016/j.jacc.2013.12.057,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jacc.2013.12.057,http://www.elsevier.com/open-access/userlicense/1.0/,388
10.1016/j.jacc.2013.08.609,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jacc.2013.08.609,http://www.elsevier.com/open-access/userlicense/1.0/,393
10.1016/j.jvs.2013.03.017,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jvs.2013.03.017,http://www.elsevier.com/open-access/userlicense/1.0/,730
10.1016/s0735-1097(97)00504-4,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0735-1097(97)00504-4,http://www.elsevier.com/open-access/userlicense/1.0/,5644
10.1016/0012-365x(90)90023-b,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0012-365x(90)90023-b,http://www.elsevier.com/open-access/userlicense/1.0/,8294
10.1016/j.jmaa.2009.10.042,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jmaa.2009.10.042,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.1111/j.1523-1755.2004.00393.x,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1111/j.1523-1755.2004.00393.x,http://www.elsevier.com/open-access/userlicense/1.0/,4358
10.1038/jid.1968.154,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1038/jid.1968.154,http://www.elsevier.com/open-access/userlicense/1.0/,17167
10.1016/j.anr.2016.04.003,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.anr.2016.04.003,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/j.jacc.2013.08.078,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jacc.2013.08.078,http://www.elsevier.com/open-access/userlicense/1.0/,393
10.1016/j.jebo.2015.02.021,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jebo.2015.02.021,http://creativecommons.org/licenses/by-nc-nd/4.0/,0
10.1016/j.comche.2008.09.002,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.comche.2008.09.002,http://creativecommons.org/licenses/by-nc-nd/3.0/,1762
10.1016/j.proeng.2012.01.913,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.proeng.2012.01.913,http://creativecommons.org/licenses/by-nc-nd/3.0/,562
10.1016/0304-3975(84)90137-3,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0304-3975(84)90137-3,http://www.elsevier.com/open-access/userlicense/1.0/,10790
10.1016/0895-7177(96)00087-8,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0895-7177(96)00087-8,http://www.elsevier.com/open-access/userlicense/1.0/,6225
10.1016/s0735-1097(97)85706-3,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0735-1097(97)85706-3,http://www.elsevier.com/open-access/userlicense/1.0/,6009
10.1016/j.jde.2004.03.015,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.jde.2004.03.015,http://www.elsevier.com/open-access/userlicense/1.0/,3339
10.1016/s1098-3015(10)61506-9,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1098-3015(10)61506-9,http://www.elsevier.com/open-access/userlicense/1.0/,3910
10.1016/j.mod.2009.06.058,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.mod.2009.06.058,http://www.elsevier.com/open-access/userlicense/1.0/,1519
10.1016/0304-3975(89)90014-5,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/0304-3975(89)90014-5,http://www.elsevier.com/open-access/userlicense/1.0/,8904
10.1016/j.injury.2011.06.202,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.injury.2011.06.202,http://www.elsevier.com/open-access/userlicense/1.0/,684
10.1111/j.1524-4733.2004.75013.x,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1111/j.1524-4733.2004.75013.x,http://www.elsevier.com/open-access/userlicense/1.0/,3240
10.1016/j.ic.2010.11.020,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.ic.2010.11.020,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.1088/0029-5515/56/12/126001,http://iopscience.iop.org/info/page/text-and-data-mining,0
10.1088/0029-5515/56/12/126001,http://creativecommons.org/licenses/by/3.0/,0
10.3393/jksc.2012.28.1.27,http://creativecommons.org/licenses/by-nc/3.0/,0
10.4184/asj.2011.5.2.91,http://creativecommons.org/licenses/by-nc/3.0/,0
10.4236/health.2012.49103,http://creativecommons.org/licenses/by/4.0/,0
10.4236/pst.2015.33003,http://creativecommons.org/licenses/by/4.0/,0
10.4236/jsemat.2011.11001,http://creativecommons.org/licenses/by/4.0/,0
10.4236/jwarp.2013.53030,http://creativecommons.org/licenses/by/4.0/,0
10.4236/health.2014.65049,http://creativecommons.org/licenses/by/4.0/,0
10.4236/wsn.2011.35019,http://creativecommons.org/licenses/by/4.0/,0
10.1007/s13157-016-0821-0,http://creativecommons.org/licenses/by/4.0,0
10.4055/cios.2015.7.4.425,http://creativecommons.org/licenses/by-nc/4.0,0
10.4097/kjae.2010.58.3.283,http://creativecommons.org/licenses/by-nc/3.0/,0
10.4166/kjg.2012.60.6.377,http://creativecommons.org/licenses/by-nc/3.0/,0
10.3348/kjr.2009.10.6.531,http://creativecommons.org/licenses/by-nc/3.0/,0
10.3348/kjr.2004.5.1.1,http://creativecommons.org/licenses/by-nc/3.0/,0
10.1111/ecog.00836,http://doi.wiley.com/10.1002/tdm_license_1.1,343
10.1016/j.febslet.2008.06.021,http://doi.wiley.com/10.1002/tdm_license_1.1,2626
10.1063/1.4916209,http://creativecommons.org/licenses/by/3.0/,5
10.1103/physrevstab.5.094201,http://creativecommons.org/licenses/by/3.0/,0
10.1016/s0095-8956(10)00010-9,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0095-8956(10)00010-9,http://www.elsevier.com/open-access/userlicense/1.0/,1461
10.1016/j.phpro.2012.05.183,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.phpro.2012.05.183,http://creativecommons.org/licenses/by-nc-nd/3.0/,562
10.1111/1523-1747.ep12460866,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1111/1523-1747.ep12460866,http://www.elsevier.com/open-access/userlicense/1.0/,10106
10.1016/s1877-0568(10)00045-9,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s1877-0568(10)00045-9,http://www.elsevier.com/open-access/userlicense/1.0/,1215
10.1016/j.sbspro.2015.01.380,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/j.sbspro.2015.01.380,http://creativecommons.org/licenses/by-nc-nd/4.0/,20
10.1529/biophysj.107.121087,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1529/biophysj.107.121087,http://www.elsevier.com/open-access/userlicense/1.0/,1963
10.1016/s0741-5214(02)75451-7,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0741-5214(02)75451-7,http://www.elsevier.com/open-access/userlicense/1.0/,3699
10.1006/jnth.1995.1078,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1006/jnth.1995.1078,http://www.elsevier.com/open-access/userlicense/1.0/,6591
10.1016/s0019-3577(97)81815-0,http://www.elsevier.com/tdm/userlicense/1.0/,0
10.1016/s0019-3577(97)81815-0,http://www.elsevier.com/open-access/userlicense/1.0/,5798
10.1016/0012-365x(93)e0190-f,http://www.elsevier.com/tdm/userlicense/1.0/,0
